drug_id,matched_sig_id,matched_cell_id,matched_pert_id,matched_pert_iname,match_score,second_score,margin,above_threshold
6d4b8a98c,CPC001_HCC515_24H:BRD-K96862998-001-03-1:10,HCC515,BRD-K96862998,pirfenidone,0.16051233116407185,0.15983764917605078,0.0006746819880210642,False
6d62ed1d1,CPC010_HA1E_6H:BRD-K95547711-001-04-3:10,HA1E,BRD-K95547711,BRD-K95547711,0.15855068641417636,0.15601580166639836,0.0025348847477779934,False
6d96a6775,DOS052_HT29_24H:BRD-K45319476-001-01-9:5.06,HT29,BRD-K45319476,BRD-K45319476,0.15602671808147053,0.15410923824032652,0.0019174798411440153,False
6da69438c,CPC017_A549_24H:BRD-K14200658-001-02-6:10,A549,BRD-K14200658,syrosingopine,0.15627468977726444,0.15044383142116935,0.005830858356095092,False
6dae023ba,NMH001_FIBRNPC_24H:BRD-A86146706-001-01-0:10,FIBRNPC,BRD-A86146706,BRD-A86146706,0.16202247192766261,0.1561436093435839,0.0058788625840787145,False
6ddb71abd,DOSBIO001_A375_24H:BRD-K68253248:10.1649,A375,BRD-K68253248,BRD-K68253248,0.17241941291558116,0.1613499251153896,0.011069487800191569,False
6def270ae,HOG002_MCF7_6H:BRD-K11163873-001-02-8:1.11,MCF7,BRD-K11163873,phenanthridone,0.18331059922098128,0.17172548178452948,0.011585117436451797,False
6dfda028e,DOS023_VCAP_6H:BRD-K80998388-001-01-3:5.22,VCAP,BRD-K80998388,BRD-K80998388,0.1616074428399985,0.1565080874822558,0.0050993553577426964,False
6e010878b,CPC003_PC3_6H:BRD-A41722204-003-01-5:10,PC3,BRD-A41722204,sulmazole,0.1637899398160464,0.15781922816470245,0.005970711651343941,False
6e2b418c3,CPC014_A375_6H:BRD-K04701986-001-01-0:10,A375,BRD-K04701986,BL-050,0.1797437032850685,0.14712457558990272,0.032619127695165784,False
6e418401d,CPC020_HT29_6H:BRD-K88429204-001-27-8:10,HT29,BRD-K88429204,pyrimethamine,0.16890134429270465,0.16726435376487203,0.0016369905278326158,False
6e4791c3a,CPC006_VCAP_24H:BRD-K02407574-001-04-8:0.31,VCAP,BRD-K02407574,parbendazole,0.17018264613459833,0.16457325386644162,0.00560939226815671,False
6e6a1d184,CPC012_HCC515_6H:BRD-K72238567-001-12-4:10,HCC515,BRD-K72238567,fludarabine,0.17164920465283148,0.1677692998637609,0.0038799047890705762,False
6e8550f2f,CPC019_HEPG2_6H:BRD-K46555627-001-01-5:10,HEPG2,BRD-K46555627,BRD-K46555627,0.1716007541471231,0.1683609055376636,0.0032398486094595003,False
6e986ee5c,CPC004_PC3_6H:BRD-K19136521-001-03-0:10,PC3,BRD-K19136521,indirubin-3-monoxime,0.1804023612640818,0.17021108068311952,0.010191280580962275,False
6e9a63153,LJP002_HS578T_6H:BRD-K87737963-001-02-9:0.4,HS578T,BRD-K87737963,CYT387,0.16110313557706618,0.15573624697812744,0.005366888598938746,False
6ea69711f,CPC009_MCF7_24H:BRD-K18861610-001-04-4:10,MCF7,BRD-K18861610,BRD-K18861610,0.1495852626062537,0.14880520531888072,0.0007800572873729872,False
6ea819c9e,DOS050_HT29_24H:BRD-K81418486:0.5,HT29,BRD-K81418486,vorinostat,0.17150846863947244,0.169785018522068,0.0017234501174044348,False
6eb8ff3da,DOS050_PC3_24H:BRD-K40961223-001-01-9:5,PC3,BRD-K40961223,BRD-K40961223,0.14343101506676012,0.14278550509257404,0.0006455099741860815,False
6eb97d70a,DOS046_A549_24H:BRD-K62600822-001-01-1:5,A549,BRD-K62600822,BRD-K62600822,0.17498260823008166,0.15349097112749216,0.0214916371025895,False
6ec93d617,DOS055_MCF7_24H:BRD-K25807578-001-01-4:5,MCF7,BRD-K25807578,BRD-K25807578,0.1747793901583244,0.16371524191654757,0.011064148241776817,False
6ecbbb561,CPC010_PC3_6H:BRD-K99582188-001-04-0:10,PC3,BRD-K99582188,BRD-K99582188,0.16012978293572633,0.1595749232282783,0.0005548597074480355,False
6ed25f7d9,PCLB001_JURKAT_6H:BRD-K73037408-001-01-5:2.5,JURKAT,BRD-K73037408,KUC111774N,0.16003129285480014,0.14706122953019607,0.01297006332460407,False
6ef24fb20,CPC003_HA1E_24H:BRD-A29437505-001-01-6:10,HA1E,BRD-A29437505,RWJ-21757,0.16668805454610602,0.15901651485688245,0.007671539689223572,False
6efbb1ede,CPC019_MCF7_6H:BRD-K60558220-001-01-1:10,MCF7,BRD-K60558220,SA-422830,0.17577321800378207,0.17558858040817085,0.0001846375956112145,False
6f039ecfb,DOS047_A375_24H:BRD-K68614469-001-01-4:5.01,A375,BRD-K68614469,BRD-K68614469,0.15224498210788787,0.15025249027905527,0.001992491828832599,False
6f3b29e16,CPC002_HA1E_24H:BRD-K96809896-300-01-5:10,HA1E,BRD-K96809896,SKF-86002,0.15136519693099354,0.14193945582389186,0.009425741107101676,False
6f430a5f0,LJP002_BT20_24H:BRD-K60219430-001-02-4:10,BT20,BRD-K60219430,serdemetan,0.1717685544720446,0.17028348598647203,0.0014850684855725604,False
6f4c937c6,AML001_U937_6H:BRD-K21918725:10,U937,BRD-K21918725,BRD-K21918725,0.16480510711305427,0.15731597494750177,0.007489132165552498,False
6f61ab703,CPC015_MCF7_6H:BRD-A55594068-065-03-1:10,MCF7,BRD-A55594068,vinblastine,0.15434848856007746,0.15417852977160557,0.00016995878847189672,False
6f71039b4,CPC012_A549_6H:BRD-K96403486-001-01-7:10,A549,BRD-K96403486,BRD-K96403486,0.17085504541242003,0.16255890858544675,0.008296136826973277,False
6f9d3c76f,PCLB003_HEPG2_24H:BRD-K35832492-001-02-1:1.11,HEPG2,BRD-K35832492,BRD-K35832492,0.15696744661377263,0.1568810564826698,8.63901311028148e-05,False
6fb10388c,LJP002_BT20_24H:BRD-A35869383-001-01-9:0.08,BT20,BRD-A35869383,ibrutinib,0.15875139023439355,0.15852126730482466,0.00023012292956889335,False
6fb701ca1,DOS007_VCAP_24H:BRD-K22177912-001-01-0:5.21,VCAP,BRD-K22177912,BRD-K22177912,0.16851127280510209,0.1532074633409523,0.015303809464149776,False
6fbc39c30,CPD001_PC3_24H:BRD-K39330046-001-01-5:10,PC3,BRD-K39330046,hyoscyamine,0.15269050890028768,0.14396498785420478,0.008725521046082901,False
6fbceecd4,CPC006_AGS_6H:BRD-A13122391-001-01-9:0.08,AGS,BRD-A13122391,triptolide,0.16547762337493455,0.15940927588542128,0.006068347489513265,False
6fc11b2c5,CPC006_HT29_24H:BRD-K12184916-001-03-0:0.63,HT29,BRD-K12184916,NVP-BEZ235,0.16486502642420026,0.164815299621451,4.9726802749255894e-05,False
6fc581ecc,CPC013_A549_24H:BRD-K06311439-001-01-9:10,A549,BRD-K06311439,BRD-K06311439,0.15744717008391196,0.13861700013908707,0.018830169944824893,False
6fc781f84,DOS032_MCF7_24H:BRD-K41129365-001-01-0:5.13,MCF7,BRD-K41129365,BRD-K41129365,0.16350671715351117,0.15728009580896246,0.006226621344548711,False
6fe04582f,CPC013_A549_6H:BRD-K60379529-001-01-0:10,A549,BRD-K60379529,BRD-K60379529,0.17498181544536912,0.15565872229328942,0.019323093152079696,False
6ff369788,DOS048_A549_24H:BRD-K85616320-001-01-7:5.02,A549,BRD-K85616320,BRD-K85616320,0.14967997447231046,0.14893248649643914,0.0007474879758713193,False
6ffe70383,DOS039_A549_24H:BRD-K04570341-001-01-9:5,A549,BRD-K04570341,BRD-K04570341,0.15221830834522,0.13308117351768234,0.01913713482753765,False
701fd55ef,CPC003_PC3_6H:BRD-K00824317-001-03-0:10,PC3,BRD-K00824317,fludroxycortide,0.18824697144720617,0.1866366091461492,0.0016103623010569612,False
702238187,CPC006_SKMEL1_6H:BRD-A62025033-001-01-8:10,SKMEL1,BRD-A62025033,temsirolimus,0.16865401895372606,0.16246015216548046,0.0061938667882456,False
704bbbfad,CPC005_A375_24H:BRD-K21350491-001-02-1:10,A375,BRD-K21350491,phenamil,0.14639868967709835,0.1445527095025132,0.001845980174585149,False
704cc1b51,CPC002_HCC515_6H:BRD-K25186396-001-04-7:10,HCC515,BRD-K25186396,tangeritin,0.16758593881096406,0.16243875847081402,0.005147180340150048,False
704f5c80d,CPC009_VCAP_6H:BRD-K49237419-001-03-5:10,VCAP,BRD-K49237419,KU-C103671,0.17461151308847078,0.15616330243506396,0.01844821065340682,False
705966243,CPC005_A375_6H:BRD-K53263234-001-02-9:10,A375,BRD-K53263234,CITCO,0.1561544395185289,0.13980926827382784,0.016345171244701057,False
70a8cfb4f,CPC008_HCC515_6H:BRD-K74348865-001-04-5:10,HCC515,BRD-K74348865,BRD-K74348865,0.1661812530112471,0.15185737898434787,0.01432387402689922,False
70aacd073,DOS014_VCAP_24H:BRD-K22275321-001-01-7:5.03,VCAP,BRD-K22275321,BRD-K22275321,0.1460236807487983,0.14581218563473886,0.00021149511405943455,False
70b0e57f1,CPC012_PC3_24H:BRD-K15402119-001-01-2:10,PC3,BRD-K15402119,huperzine-a,0.1509556271694,0.1494511480651109,0.0015044791042891081,False
70cd13738,DOS055_MCF7_24H:BRD-K42245756-001-01-0:5,MCF7,BRD-K42245756,BRD-K42245756,0.15624668705491462,0.14664178898761526,0.009604898067299361,False
70dab8a6b,CPC015_MCF7_6H:BRD-K93645900-001-04-8:10,MCF7,BRD-K93645900,tadalafil,0.1731203239873772,0.1635167371896084,0.009603586797768793,False
70e371c71,DOS049_MCF7_24H:BRD-K67943760-001-01-4:5,MCF7,BRD-K67943760,BRD-K67943760,0.1559250906054517,0.14431652199283823,0.011608568612613474,False
70fa76dc8,DOS032_HT29_24H:BRD-K97939101-001-01-4:4.95,HT29,BRD-K97939101,BRD-K97939101,0.16186414307723004,0.15901777880075843,0.0028463642764716135,False
711198853,DOS032_HT29_24H:BRD-K06589444-001-01-3:4.99,HT29,BRD-K06589444,BRD-K06589444,0.15357209227964355,0.1511323579352854,0.002439734344358152,False
71334a1a3,BRAF001_A375_6H:BRD-K16478699-001-05-0:0.15625,A375,BRD-K16478699,PLX-4720,0.16910250591785186,0.15748844673142748,0.011614059186424386,False
7179d2160,CPC006_SKM1_6H:BRD-K19216856-001-02-7:88.8,SKM1,BRD-K19216856,epigallocatechin,0.1519090778866016,0.14307622985561214,0.008832848030989465,False
717a8d00c,CPC012_PC3_24H:BRD-K15402119-001-01-2:10,PC3,BRD-K15402119,huperzine-a,0.1764246700179382,0.16941155833260163,0.007013111685336582,False
71985eca8,CPC019_A549_24H:BRD-K95517054-001-04-1:10,A549,BRD-K95517054,SD-6-035-A6,0.14652556287126386,0.14373556734858128,0.0027899955226825812,False
71b4d9775,CPC006_MDST8_6H:BRD-K90826279-001-03-2:20,MDST8,BRD-K90826279,BRD-K90826279,0.15825699867716092,0.14615815678687102,0.012098841890289896,False
72144a9f6,CPC007_HT29_24H:BRD-K72504866-001-07-7:10,HT29,BRD-K72504866,BRD-K72504866,0.19809034262313815,0.18583731015955102,0.012253032463587138,False
721570a19,DOS028_VCAP_6H:BRD-K46017924-001-01-6:5.04,VCAP,BRD-K46017924,BRD-K46017924,0.16428509651368162,0.14961543016284018,0.014669666350841437,False
721df760a,DOS047_MCF7_24H:BRD-K74894470-001-01-1:4.98,MCF7,BRD-K74894470,BRD-K74894470,0.17907999912539233,0.15936031840436,0.019719680721032334,False
721fbbc54,CPC010_HEPG2_6H:BRD-K81300454-001-05-1:10,HEPG2,BRD-K81300454,BRD-K81300454,0.15248114642818975,0.14908749647329206,0.0033936499548976873,False
7226e2204,DOS046_MCF7_24H:BRD-K45889441-001-01-3:5,MCF7,BRD-K45889441,BRD-K45889441,0.15653664309143195,0.14831720383070884,0.008219439260723105,False
724c0c3db,DOS050_HT29_24H:BRD-K86997406-001-01-7:5,HT29,BRD-K86997406,BRD-K86997406,0.1720297193620906,0.1420844940869163,0.029945225275174292,False
7257ff550,DOS053_A549_24H:BRD-K73680494-001-01-7:4.95,A549,BRD-K73680494,BRD-K73680494,0.1501069792910234,0.1463700350180457,0.003736944272977688,False
728d555a4,CPC008_VCAP_6H:BRD-K46017542-019-01-0:10,VCAP,BRD-K46017542,BRD-K46017542,0.16455124045230657,0.15830035234521955,0.006250888107087016,False
728eb0f63,CPC009_MCF7_6H:BRD-K13580623-001-04-0:10,MCF7,BRD-K13580623,BRD-K13580623,0.1577159773764363,0.14525793684819813,0.012458040528238179,False
729307d3a,DOS053_A375_24H:BRD-K09722997-001-01-8:5.01,A375,BRD-K09722997,BRD-K09722997,0.17519212179049187,0.16138011169832822,0.013812010092163651,False
729d0a916,DOS031_MCF7_24H:BRD-K82882781-001-01-0:5.31,MCF7,BRD-K82882781,BRD-K82882781,0.16481808939516143,0.162111404954115,0.0027066844410464364,False
729f3ce84,CPC013_A375_6H:BRD-K29622226-001-01-9:10,A375,BRD-K29622226,BRD-K29622226,0.16188903555292689,0.1530862195768619,0.008802815976064998,False
72d0488d1,CPC009_MCF7_6H:BRD-A31159102-003-23-9:10,MCF7,BRD-A31159102,fluoxetine,0.15533239564620072,0.15053785558314667,0.004794540063054048,False
72d0b6140,DOS047_MCF7_24H:BRD-K32931486-001-01-4:5,MCF7,BRD-K32931486,BRD-K32931486,0.16704183928113053,0.15817216494172867,0.008869674339401862,False
72d5b6ce3,DOS040_HT29_24H:BRD-K38011931-001-01-0:5.01,HT29,BRD-K38011931,BRD-K38011931,0.16101945780983878,0.14787467726751513,0.013144780542323653,False
72e3cc1b7,DOS046_MCF7_24H:BRD-K37127287-001-01-5:5,MCF7,BRD-K37127287,BRD-K37127287,0.14182848221373553,0.1358978637974173,0.0059306184163182285,False
72e97bc09,PCLB002_A375_24H:BRD-K59369769:0.37,A375,BRD-K59369769,tozasertib,0.16763613038744762,0.16581821052380966,0.0018179198636379679,False
72fd28b91,DOS056_A375_24H:BRD-K43433419-001-01-0:5,A375,BRD-K43433419,BRD-K43433419,0.1544025682287089,0.14834464390087532,0.006057924327833586,False
7308ef7c1,CPC012_VCAP_6H:BRD-K25070860-001-01-6:10,VCAP,BRD-K25070860,BRD-K25070860,0.1593501254478272,0.15534969855539205,0.004000426892435155,False
732f9e41f,CPC012_PHH_24H:BRD-K43069600-001-01-1:10,PHH,BRD-K43069600,BRD-K43069600,0.15670355528586374,0.14794503802331932,0.008758517262544424,False
733a149a4,CPC006_AGS_6H:BRD-K90382497-001-03-2:10,AGS,BRD-K90382497,GW-843682X,0.16075313442665842,0.15840965092774476,0.0023434834989136677,False
7343524ec,DOS059_A549_24H:BRD-K89555807-001-01-5:5,A549,BRD-K89555807,BRD-K89555807,0.17562559490848562,0.15864570085637283,0.01697989405211278,False
734bb352c,CPC003_HA1E_6H:BRD-K46469693-001-01-8:10,HA1E,BRD-K46469693,SCH-442416,0.1679416492513368,0.16394724526736418,0.003994403983972633,False
7380e6402,DOS049_HT29_24H:BRD-K69449860-001-01-9:5,HT29,BRD-K69449860,BRD-K69449860,0.15643751674512105,0.14713447950060313,0.00930303724451792,False
738854e8f,DOS027_VCAP_6H:BRD-K50052949-001-01-7:5.02,VCAP,BRD-K50052949,BRD-K50052949,0.13316539433292557,0.13145413434272055,0.0017112599902050218,False
73aa9f9ff,CPC006_SW480_6H:BRD-A67373739-001-01-4:10,SW480,BRD-A67373739,AICA-ribonucleotide,0.1674276243643471,0.15133633171019847,0.01609129265414863,False
73ab19cc6,DOS047_HT29_24H:BRD-K61284851-001-01-9:5.01,HT29,BRD-K61284851,BRD-K61284851,0.16228847605689845,0.15689247013007157,0.0053960059268268745,False
73ba9ce58,CPC006_RKO_6H:BRD-K02526760-001-01-5:10,RKO,BRD-K02526760,QS-11,0.15636694533654813,0.14897747371170053,0.007389471624847599,False
73c04bcc5,DOS049_A375_24H:BRD-K77525326-001-01-4:5,A375,BRD-K77525326,BRD-K77525326,0.1766063686398509,0.17511114080926965,0.0014952278305812583,False
73d4e3797,LJP002_MCF7_6H:BRD-K64052750-001-08-4:0.08,MCF7,BRD-K64052750,gefitinib,0.15906423257279997,0.1558736344093007,0.0031905981634992864,False
740a37a88,CPC014_NPC_24H:BRD-K42419294-001-01-0:10,NPC,BRD-K42419294,BRD-K42419294,0.15288847377251347,0.15192762058385112,0.0009608531886623473,False
74100361c,PCLB002_A375_24H:BRD-A19500257:1.11,A375,BRD-A19500257,geldanamycin,0.15500407751181272,0.15133620811511825,0.003667869396694473,False
741b796dd,CPC012_HCC515_6H:BRD-K05542495-001-01-1:10,HCC515,BRD-K05542495,BRD-K05542495,0.17381913195093812,0.1621528540292386,0.011666277921699525,False
7438ef08f,LJP001_BT20_24H:BRD-K99545815-001-02-2:2,BT20,BRD-K99545815,PF-562271,0.15238019487960058,0.15152162507301747,0.0008585698065831093,False
7446347d4,PCLB003_HCC515_24H:BRD-K01737880-001-02-2:3.33,HCC515,BRD-K01737880,BRD-K01737880,0.1621674284404673,0.15942951803780653,0.002737910402660776,False
7448e44d7,DOS005_VCAP_24H:BRD-K48840041-001-01-7:5.03,VCAP,BRD-K48840041,BRD-K48840041,0.1396655138588748,0.13232154087767528,0.007343972981199515,False
74515bfd2,DOS055_MCF7_24H:BRD-K24193032-001-01-0:5,MCF7,BRD-K24193032,BRD-K24193032,0.1503011654475469,0.1429494030998572,0.007351762347689694,False
745a54458,DOS034_A375_24H:BRD-K76318793-001-01-9:5.01,A375,BRD-K76318793,BRD-K76318793,0.16505888184339346,0.15560340794630104,0.00945547389709242,False
746ca1f5a,CPC006_MDST8_6H:BRD-K88544581-001-03-8:80,MDST8,BRD-K88544581,CI-976,0.15970758416982025,0.15248127557990393,0.007226308589916325,False
7473b8828,CPC010_A375_6H:BRD-A01973626-001-02-4:10,A375,BRD-A01973626,BRD-A01973626,0.17173841983496763,0.16315334757553454,0.008585072259433085,False
74741b81b,DOS056_PC3_24H:BRD-K59765229-001-01-6:5,PC3,BRD-K59765229,BRD-K59765229,0.16328761245488366,0.16266538328689167,0.0006222291679919834,False
747ebe00d,DOSBIO001_HT29_24H:BRD-A19500257:3.33333,HT29,BRD-A19500257,geldanamycin,0.14996564049738043,0.1367798055155509,0.013185834981829514,False
74815f7b1,DOSBIO002_NPC_24H:BRD-K48527688:10.0287,NPC,BRD-K48527688,BRD-K48527688,0.16940401860568444,0.16797338765233855,0.0014306309533458905,False
749a17b48,DOS039_A549_24H:BRD-K97481912-001-01-6:5.07,A549,BRD-K97481912,BRD-K97481912,0.15062350509034766,0.14800004565603242,0.002623459434315245,False
74b133579,CPC006_SKMEL28_6H:BRD-A12409803-001-01-3:40,SKMEL28,BRD-A12409803,orteronel,0.15636991790240834,0.14886215596059663,0.007507761941811714,False
74b575fae,CPC002_HA1E_6H:BRD-K90524085-001-06-0:10,HA1E,BRD-K90524085,MY-5445,0.15013163883578773,0.14969019494648694,0.0004414438893007855,False
74c493e03,DOS055_MCF7_24H:BRD-K51475868-001-01-6:5,MCF7,BRD-K51475868,BRD-K51475868,0.16632811535910555,0.15470434087523321,0.011623774483872334,False
74cb9b3b4,CPC006_WSUDLCL2_6H:BRD-K74236984-001-01-4:10,WSUDLCL2,BRD-K74236984,UNC-0321,0.16265934198159213,0.16169869529339637,0.0009606466881957598,False
74e15b46d,DOS018_VCAP_24H:BRD-K63428678-001-01-1:5,VCAP,BRD-K63428678,BRD-K63428678,0.16114639192822075,0.16048989256143165,0.0006564993667891039,False
74f7ce505,DOS015_VCAP_24H:BRD-K08995626-001-01-0:5.05,VCAP,BRD-K08995626,BRD-K08995626,0.15720083412245878,0.15610596419932268,0.0010948699231360937,False
74fed7806,CPC012_PC3_24H:BRD-K22129929-001-03-8:10,PC3,BRD-K22129929,BRD-K22129929,0.15645272892835255,0.14827650174364648,0.008176227184706064,False
750267f42,CPC018_PHH_24H:BRD-K50398167-236-12-8:10,PHH,BRD-K50398167,meclofenamic-acid,0.1690170348045434,0.1604225423785754,0.008594492425967992,False
753459341,RAD001_MCF7_24H:BRD-K27305650-001-10-9:0.0412,MCF7,BRD-K27305650,LY-294002,0.16404414192798578,0.1589318537367009,0.0051122881912848694,False
753b4a983,DOS039_A375_24H:BRD-K25560306-001-01-8:5.05,A375,BRD-K25560306,BRD-K25560306,0.16376533759531978,0.1508139087738083,0.012951428821511485,False
754486b37,LJP002_MCF7_6H:BRD-K49865102-001-04-3:0.4,MCF7,BRD-K49865102,PD-0325901,0.16420881667427586,0.15611800376803425,0.008090812906241612,False
755b7d1c4,NMH002_NEU_24H:BRD-K26521938-001-06-4:10,NEU,BRD-K26521938,dinoprostone,0.14746860607691153,0.1405788886408502,0.006889717436061343,False
755d4d0c1,DOS059_A549_24H:BRD-K94017308-001-01-3:5,A549,BRD-K94017308,BRD-K94017308,0.1520893324197033,0.1515735919831399,0.0005157404365633833,False
7574c566b,CPC009_HEPG2_6H:BRD-K10114046-001-01-6:10,HEPG2,BRD-K10114046,BRD-K10114046,0.16092659159992642,0.1513667129696832,0.009559878630243213,False
75794d149,DOS001_VCAP_24H:BRD-K14875361-001-01-5:4.9,VCAP,BRD-K14875361,BRD-K14875361,0.17010000189518526,0.16010248023908885,0.009997521656096409,False
758c4ac3d,ERG014_PC3_6H:BRD-K38181288-019-01-2:10.0558,PC3,BRD-K38181288,BRD-K38181288,0.15337676423929972,0.14928863174266935,0.00408813249663037,False
7598f853b,CPC006_SW480_6H:BRD-K32536677-001-01-0:10,SW480,BRD-K32536677,AGK-2,0.15132118697152358,0.14835761497439937,0.0029635719971242147,False
75a377dac,DOS026_VCAP_6H:BRD-K93487374-001-01-8:5.04,VCAP,BRD-K93487374,BRD-K93487374,0.14670294003386997,0.14553113414826957,0.0011718058856003966,False
75a812849,DOS058_PC3_24H:BRD-K50383095-019-01-0:5,PC3,BRD-K50383095,BRD-K50383095,0.15487716645333827,0.15434621215910693,0.0005309542942313339,False
75ad700d0,MUC.CP004_MCF7_6H:BRD-K59024795-001-01-2:3.171,MCF7,BRD-K59024795,SA-244466,0.16063692545434327,0.15353151031491732,0.007105415139425947,False
75c40f416,CPC009_A375_6H:BRD-K73285375-001-01-9:10,A375,BRD-K73285375,BRD-K73285375,0.17301042313161916,0.16444819016426213,0.00856223296735703,False
75e710812,DOS058_A375_24H:BRD-K60474245-019-01-4:5,A375,BRD-K60474245,BRD-K60474245,0.1444882104377997,0.13615707958966708,0.008331130848132612,False
75e7d9739,DOS060_HT29_24H:BRD-K88955481-001-01-1:5,HT29,BRD-K88955481,BRD-K88955481,0.14795572098441748,0.14503149879210775,0.002924222192309728,False
7614ec763,DOS033_A549_24H:BRD-K52043480-001-01-9:4.96,A549,BRD-K52043480,SA-425929,0.1639626207673223,0.16175049247852719,0.0022121282887951066,False
7671d43c1,CPC018_ASC_24H:BRD-K74534237-003-01-3:10,ASC,BRD-K74534237,BRD-K74534237,0.15643629899865774,0.15636280069850877,7.349830014896641e-05,False
768504c20,CPC006_HCC15_6H:BRD-K32536677-001-01-0:10,HCC15,BRD-K32536677,AGK-2,0.15502634044290367,0.14957783037919986,0.00544851006370381,False
768d09287,CPC006_H1299_6H:BRD-K50590187-001-10-8:160,H1299,BRD-K50590187,capsaicin,0.18679792929465863,0.17399440134331753,0.012803527951341098,False
76bc915f1,DOSBIO002_HT29_24H:BRD-K98624380:10.1901,HT29,BRD-K98624380,BRD-K98624380,0.1459726485350319,0.14522946625376254,0.00074318228126935,False
76c231fa8,LJP002_MDAMB231_24H:BRD-K93788137-001-01-7:0.4,MDAMB231,BRD-K93788137,PF-431396,0.15614055341227367,0.15394938677453504,0.002191166637738634,False
76dacfd7a,ERG011_VCAP_24H:BRD-A75409952-001-01-6:2,VCAP,BRD-A75409952,wortmannin,0.14995175579340264,0.14383809950004808,0.006113656293354558,False
7722c4309,CPC012_PC3_24H:BRD-K85123403-001-01-4:10,PC3,BRD-K85123403,BRD-K85123403,0.15907710485940513,0.14767615273931978,0.01140095212008535,False
7732c1687,CVD001_HEPG2_6H:BRD-K19914944-001-01-3:9.9013,HEPG2,BRD-K19914944,BRD-K19914944,0.15830908222611415,0.139071760734091,0.019237321492023146,False
779b92f1c,CPC011_A549_6H:BRD-K59456551-002-15-8:10,A549,BRD-K59456551,methotrexate,0.1500704242293619,0.14769804839044876,0.0023723758389131433,False
77be6d446,DOSBIO001_A375_24H:BRD-A19500257:0.37037,A375,BRD-A19500257,geldanamycin,0.17539881499643362,0.174669852842527,0.0007289621539066093,False
77ca07d42,CPC006_THP1_6H:BRD-A41451487-001-06-2:160,THP1,BRD-A41451487,PK-11195,0.15280362686976562,0.14936632819283818,0.003437298676927436,False
77cb724f6,CPC014_A549_6H:BRD-A52886023-001-01-7:10,A549,BRD-A52886023,antimycin-a,0.1552643789800925,0.15202096133958506,0.0032434176405074233,False
77dffceee,PCLB001_A549_24H:BRD-K55896799-001-02-1:0.63,A549,BRD-K55896799,BRD-K55896799,0.16942935784580174,0.16030729149287576,0.009122066352925978,False
77e03202d,CPC010_A375_6H:BRD-K38985961-001-08-3:10,A375,BRD-K38985961,T-5345967,0.14939987987662828,0.14730614888653343,0.0020937309900948553,False
780f7e833,DOS053_A549_24H:BRD-K13807179-001-01-1:4.86,A549,BRD-K13807179,BRD-K13807179,0.14580583259862573,0.14509271598905077,0.0007131166095749597,False
7853dec9b,CPC006_VCAP_6H:BRD-K76703230-001-01-3:0.31,VCAP,BRD-K76703230,YM-155,0.15390651657636714,0.1488645385534922,0.0050419780228749544,False
786d83020,CPC014_NEU_24H:BRD-K71035033-001-01-4:10,NEU,BRD-K71035033,masitinib,0.17278862142902446,0.162905104435978,0.00988351699304646,False
78a9ee6c5,CPC019_A549_6H:BRD-K94137285-001-02-4:10,A549,BRD-K94137285,JPR-3-97-17,0.18253955269383415,0.1574807178786886,0.025058834815145564,False
78bb32811,CPC006_RKO_6H:BRD-K66792149-001-01-8:11.1,RKO,BRD-K66792149,quinoclamine,0.15675661251304435,0.1451539716579604,0.011602640855083945,False
78db88217,DOS047_A375_24H:BRD-K12365616-001-01-2:4.98,A375,BRD-K12365616,BRD-K12365616,0.1473150616970455,0.1438670213884351,0.0034480403086104006,False
7902ac373,DOS058_A375_24H:BRD-K02577117-019-01-0:5,A375,BRD-K02577117,BRD-K02577117,0.16041815337118168,0.14899982685629784,0.011418326514883836,False
796f6988f,CVD001_HUH7_24H:BRD-K41431477-001-05-6:10,HUH7,BRD-K41431477,A-23187,0.15718630979966194,0.15269916847225695,0.004487141327404992,False
7980a0266,NMH001_FIBRNPC_6H:BRD-K03608458-001-01-7:10,FIBRNPC,BRD-K03608458,BRD-K03608458,0.1663508399104095,0.15660377857785163,0.009747061332557871,False
798bc9f3c,CPC013_NEU_24H:BRD-K14791739-001-01-9:10,NEU,BRD-K14791739,fluticasone,0.17710087590543153,0.13790293581732893,0.039197940088102595,False
79a051ccd,CPC009_PC3_6H:BRD-A98444709-001-04-6:10,PC3,BRD-A98444709,BRD-A98444709,0.1561468521016658,0.15191738618536438,0.0042294659163014114,False
79e6b524a,CPC008_HEPG2_6H:BRD-K97516968-001-01-2:10,HEPG2,BRD-K97516968,VU-0418000-1,0.16145873857273652,0.15846301194702783,0.0029957266257086834,False
79f6039a3,AML001_HL60_6H:BRD-K27316855:0.37037,HL60,BRD-K27316855,calcitriol,0.151820238018894,0.1421785553387593,0.009641682680134683,False
79f6667af,CPC020_VCAP_6H:BRD-K72903603-001-20-2:10,VCAP,BRD-K72903603,zidovudine,0.15747093723444508,0.15722538112945622,0.0002455561049888588,False
79fdea83b,DOS004_VCAP_6H:BRD-K46658587-001-01-5:5,VCAP,BRD-K46658587,BRD-K46658587,0.1736767015030824,0.17097773348461143,0.002698968018470971,False
7a070033e,CPC002_PC3_24H:BRD-K15567136-003-18-1:10,PC3,BRD-K15567136,papaverine,0.1671463416844266,0.16166484557728505,0.005481496107141548,False
