SMILES,aff_4gm2,aff_6ukj,aff_7f3y,aff_9n10,conf_4gm2,conf_6ukj,conf_7f3y,conf_9n10
Cc1sc(Nc2cccc(C)c2)nc1-c1cc(C)ccc1C,-4.509,-8.619,-6.729,-5.4,-1.93,-1.14,-0.59,-1.91
ClC1=C=C2NC=NC=CC#CNCCONC2=C1Cl,-3.831,-7.683,-5.699,-4.649,-0.85,-1.72,-0.69,-2.15
ClC1=C=[C+]C=C1,-2.537,-4.315,-3.158,-3.189,0.1,-0.23,-0.34,-0.02
ClC1=CC(=CNC(Cl)=Nc2ccccc2)C=C=[N+]1,-3.856,-8.543,-5.964,-4.499,-0.6,-1.68,-0.19,-1.57
ClC1=CC(Cl)NCN=C2CCNC=CC2NCCOCC=C1,-3.746,-8.229,-6.508,-4.685,-1.63,-1.62,-1.06,-2.07
ClC1=CCNc2nc(nc3ccccc23)NCC=C[S+]1,-4.292,-8.189,-6.414,-5.44,-0.54,-0.75,-0.94,-2.93
ClC1=CCOCCc2nc(nc3ccccc23)CC=C1Cl,-4.572,-7.829,-6.872,-5.417,-1.58,-2.18,-0.18,-0.93
ClC1=CNC2=NC3C=CC=C3C(=N2)NCCOC=C1Cl,-4.552,-7.994,-6.879,-4.845,-0.71,-1.59,-0.73,-1.01
ClC1=[S-]=C=CC=CC=COCPC=NN1,-3.682,-5.756,-4.699,-4.245,-1.2,-1.46,-0.68,-2.51
ClC1C=CC(NC2=Nc3ccccc3CCN=N2)=[C-]C1,-4.59,-8.591,-6.38,-5.27,-0.98,-0.66,-0.44,-0.57
ClC=C(Cl)C1=CNOC2=NC3=CC=C=NC31C=N2,-4.235,-7.185,-5.94,-4.919,-0.76,-1.24,-0.51,-1.72
ClC=CC=C(CCl)NI,-2.492,-4.561,-3.893,-3.282,-0.47,-0.57,-0.35,-2.1
ClC=CC=C(NC=Nc1ccccc1CI)OC=CCl,-3.664,-7.868,-6.198,-4.742,-1.16,-1.38,-0.95,-1.69
ClC=CCC1=NC(=CC=CCCCOC=CCl)CC=N1,-3.749,-7.018,-6.092,-4.44,-0.8,-1.28,-1.04,-2.81
ClCC(Cl)=CC=C1NCN=CO1,-3.436,-5.62,-4.48,-3.79,-0.77,-2.29,-0.18,-0.85
ClCC=CC=CNC=Nc1ccccc1Cl,-3.461,-7.228,-5.496,-4.045,-1.43,-1.69,-0.58,-3.2
ClCCC1(Cl)C=CC=C2C=C2CNOC1,-4.009,-7.024,-5.14,-4.534,-0.59,-0.89,-0.88,-2.07
ClCCCCl,-2.034,-3.54,-2.517,-2.748,-0.82,-0.32,-0.38,-0.55
Clc1cc2cc(c1)NC1C=CC(Cl)OCCNC(=NCN2)C1,-4.644,-7.335,-6.484,-5.158,-0.5,-1.77,-1.99,-2.93
Clc1ccc(N2C=Nc3ccccc3CCCON2)cc1Cl,-4.386,-8.119,-7.075,-5.716,-1.77,-0.86,-2.11,-0.76
Clc1ccc(NC2CCCNCCON2)cc1Cl,-3.744,-7.961,-6.029,-4.422,-1.26,-0.49,-0.6,-0.73
Clc1ccc(NSC2=NC3(C=CC=CCO3)C=N2)cc1Cl,-3.94,-8.267,-6.413,-4.717,-1.35,-0.64,-1.09,-1.83
Clc1ccc(Nc2nc(CCC3C=N3)c3ccccc3n2)cc1Cl,-4.598,-8.503,-7.282,-5.213,-1.49,-1.73,-1.54,-2.0
Clc1ccccc1NC=Nc1ccccc1,-3.941,-8.207,-5.606,-5.387,-1.07,-1.49,-1.0,-1.69
FC#CC=CC=CCOC=Nc1ccccc1,-4.076,-7.925,-6.17,-4.907,-1.35,-1.44,-0.73,-2.4
FC1=C(Br)C=CC=C1CN1CCN(CC2=CC=CC=C2)CC1,-3.955,-9.184,-6.701,-4.941,-2.31,-0.69,-0.93,-2.55
N=C1C=CC=CCN=CN=CC=CC(Cl)(Cl)OCCN1,-4.173,-7.332,-6.194,-4.746,-1.28,-1.75,-0.85,-2.74
N=C=COCCNCCOCC=CC=CNC1C=C(Cl)C(Cl)=C1,-3.921,-8.519,-6.549,-4.989,-1.33,-1.62,-1.1,-2.2
NC(=NC1=[S+]OCC=CC=C1)c1ccc(Cl)c(Cl)c1,-3.764,-8.22,-6.407,-4.564,-0.7,-1.34,-1.74,-3.12
NC(NOCCNC1C=C=C1)c1ccc(Cl)c(Cl)c1,-4.573,-7.607,-6.313,-4.958,-0.78,-1.23,-1.89,-2.85
NC([C-]CBr)N=CNC[P-]=O,-3.132,-5.074,-4.424,-4.12,-1.03,-0.85,-1.45,-1.59
NC1=C(NCCO)CC(CNCC=CCl)=C=C1,-3.786,-7.45,-6.358,-4.901,-0.71,-0.78,-0.76,-1.72
NC1=C=CC(NCC[N+]O)C(=Nc2ccccc2)NCC=C1Cl,-4.244,-7.646,-7.403,-5.341,-0.89,-1.03,-1.02,-2.21
NC1=CCN(C2CN=CC=CC=C[O+](NCCO)N2)C(Cl)C1,-4.733,-8.317,-6.77,-4.995,-1.22,-1.08,-1.12,-1.38
NC1=CCN(c2[c-]c(NCCO)c3ccccc3n2)C(Cl)[O+]1Cl,-4.207,-7.743,-6.945,-5.176,-1.18,-0.45,-0.81,-1.48
NC1=Nc2ccccc2C1NCCONc1ccc(Cl)c(Cl)c1,-4.925,-8.219,-7.292,-5.612,-1.12,-1.2,-1.29,-1.98
NCC=C=C1CN=C(c2ccc(Cl)c(Cl)c2)N=C1CO,-4.197,-8.466,-6.325,-4.83,-1.4,-1.1,-0.67,-2.5
NCC=C=CCOC(C=CCl)C=CCl,-3.125,-6.346,-5.432,-3.87,-0.31,-1.41,-0.7,-1.99
NCC=CC1CC2=NCCC=C=C(Cl)C(=N1)C(Cl)COCC2,-4.234,-7.264,-6.907,-4.793,-1.42,-1.55,-0.94,-1.51
NCC=CC1CN=C(CC=CCl)N=CN1CCO,-3.895,-6.769,-5.618,-4.565,-0.85,-0.88,-0.95,-1.83
NCC=CCC=NCC#CN=CC=CCC#CC=C(CCl)COCl,-4.28,-8.487,-6.907,-4.916,-2.1,-1.39,-1.29,-1.51
NCCCCCCCC(Cl)=CCCCl,-3.528,-6.33,-5.076,-3.875,-1.53,-0.96,-0.6,-1.49
NN=C(NCCO)c1ccccc1N=CC1=CC=C(Cl)C1Cl,-4.477,-8.992,-6.725,-5.814,-1.77,-1.17,-1.29,-1.92
NNC1=NCC=CCNC(=CC=CCl)C=C1C=NCl,-4.631,-6.75,-6.302,-5.002,-1.41,-0.91,-0.32,-2.28
NOCCC1=C[C-](c2ccc(Cl)c(Cl)c2)C=NC1,-3.851,-8.311,-7.223,-4.67,-1.92,-0.52,-0.59,-2.62
NOCCNN1C(c2ccc(Cl)c(Cl)c2)=NC2=CC=CC21,-4.504,-9.333,-7.418,-5.329,-0.52,-0.96,-1.14,-1.6
NOCCc1nc(C=C[O-])nc2ccccc12,-4.017,-7.732,-6.562,-4.965,-2.09,-1.18,-0.89,-1.28
NOCNC1=NC(c2ccc(Cl)c(Cl)c2)C2=C=C1C=C2,-4.596,-8.08,-6.904,-4.995,-1.08,-0.75,-0.46,-0.08
NOCNC1CSNc2cc(Cl)c(Cl)cc2Nc2ccccc21,-4.447,-8.205,-7.756,-6.325,-1.11,-1.26,-0.73,-1.43
NO[P-]NC1C2=C(CC(Cl)=CCN2)Nc2ccccc21,-4.339,-8.275,-6.596,-5.395,-0.51,-0.65,-0.82,-0.95
NSC#CC=CC=CC(ONC1=CC=CC1)c1ccc(Cl)c(Cl)c1,-3.932,-8.956,-7.003,-4.816,-2.33,-1.79,-0.83,-1.46
Nc1ccc(Nc2nc(CCO)c3ccccc3n2)cc1Cl,-4.681,-8.76,-6.922,-5.468,-1.84,-1.53,-0.71,-1.51
Nc1ccc(Nc2ncc3ccccc3n2)cc1Cl,-4.257,-8.171,-6.228,-5.051,-1.44,-1.13,-0.56,-1.53
O=C(CSc1nccn2nc(-c3ccccc3)cc12)Nc1cc(F)ccc1F,-5.003,-8.411,-7.023,-5.472,-1.46,-1.59,-1.68,-2.3
O=C(NCC1=CC=CO1)C1CCN(S(=O)(=O)C2=CC=C(Cl)C(F)=C2)CC1,-4.933,-9.22,-7.407,-5.261,-2.18,-1.91,-0.9,-2.7
O=C(NCCC1=NC2=CC=CC=C2N1CC1=CC=CC=C1)NCCC(F)F,-5.277,-8.844,-7.512,-6.316,-1.05,-1.75,-0.95,-2.64
O=C(Nc1cc(Cl)ccc1Cl)c1ccc(-c2cccc(Cl)c2)o1,-4.783,-8.477,-6.992,-5.333,-3.51,-2.7,-1.05,-1.19
O=C(Nc1ccc(CO)c(F)c1)Nc1cc(Cl)cc(Cl)c1,-3.855,-9.253,-6.953,-4.966,-1.8,-1.08,-1.05,-1.87
O=C(Nc1ccc(Cl)cc1)Nc1ccc(F)c(F)c1,-3.965,-8.251,-6.148,-5.643,-1.66,-1.3,-1.23,-1.4
O=C(Nc1cccc(C(F)(F)F)c1)c1c(F)cccc1F,-4.769,-9.135,-6.734,-5.467,-2.44,-1.65,-1.22,-3.55
O=C(Nc1cccc(Cl)c1)c1cccc(C(F)(F)F)c1,-4.565,-9.016,-6.893,-4.86,-1.77,-0.81,-1.7,-1.04
O=C(Nc1nc(-c2ccccn2)cs1)c1ccc(O)c(Cl)c1,-4.663,-8.679,-6.694,-5.021,-0.52,-1.03,-0.55,-1.61
O=C(O)C1=CC=CC(C(=O)C=CC2=CC=CC(O)=C2)=C1,-4.529,-8.624,-6.703,-4.889,-1.42,-1.44,-0.95,-0.97
O=C(O)C1=CC=CC(CNC2CCN(CCC3=CC=C(F)C=C3)CC2)=C1,-4.849,-10.52,-7.575,-5.812,-0.94,-0.92,-1.48,-3.23
OC1(CC2=CC=C(F)C=C2)CCN(CC2=CC=CC=C2CF)CC1,-4.704,-8.735,-7.304,-5.413,-1.65,-0.89,-0.63,-1.65
OC1=C=CCC=CCNC1,-3.461,-5.965,-4.515,-4.846,-0.8,-0.39,-0.34,-2.55
OCC1=C(Cl)CC2CC(=NCNc3cccc2c3)N1,-4.775,-7.164,-6.038,-7.268,,,,
OCC1=NC(c2ccc(Cl)c(Cl)c2)C2=C=C2C=C1,-3.893,-7.454,-6.194,-6.413,-1.34,-1.32,-0.5,-1.97
OCC1C(N2CC=C(Cl)C(Cl)C2)=Nc2ccccc21,-3.979,-7.715,-6.057,-5.499,-1.08,-1.27,-1.01,-2.17
OCCN1C=NC2=NC=C=CC=C1C(Cl)C=CC=C2,-4.72,-6.418,-5.97,-4.872,-0.8,-1.59,-1.38,-1.3
OCCNC1=COCCNCCCC=C2C=CC=CN=C(C2)C1=CC=C(Cl)CCl,-5.223,-7.255,-7.36,-5.51,-1.58,-1.35,-1.15,-1.84
OCCNC1=NC(Nc2ccc(Cl)c(Cl)c2)=C=C2C=C=C21,-4.738,-7.719,-6.666,-5.685,-1.04,-0.82,-0.73,-0.64
OCCNC1=NCN(C(=CC=C(Cl)CCl)C[S+])C=CC=CC=C1,-4.795,-7.364,-6.377,-5.095,-1.08,-1.98,-1.3,-2.39
OCCNC1=N[N+]C(NCC=CCCCl)=NC=C=CC=C1,-4.541,-8.441,-6.685,-5.447,-1.94,-0.91,-0.88,-2.34
OCCNC1=[C-]C(NCC2=C(Cl)COC=CC2)=NC2=CC=CC12,-4.116,-8.347,-7.043,-6.064,-1.4,-1.52,-0.67,-1.32
OCCNC1C(N2C=CC=C(Cl)C2Cl)=Nc2ccccc21,-4.068,-8.417,-6.714,-5.034,-0.51,-1.41,-1.29,-1.61
OCCNC1C(NC2=C=[N+]=C(Cl)C(Cl)=C2)=Nc2ccccc21,-4.255,-8.765,-6.84,-4.981,-1.0,-0.96,-0.73,-0.77
OCCNC1C(NC=CC=CI)=Nc2ccccc21,-4.491,-8.699,-6.055,-5.135,-0.87,-1.78,-0.99,-1.91
OCCNC=NC1=C(Cl)CC=CCN1,-3.275,-6.951,-5.283,-5.632,-0.15,-0.64,-0.44,-2.29
OCCNC=N[C+]1NCCC(C=C(Cl)Cl)CN1,-3.429,-7.398,-6.569,-4.057,-0.87,-1.25,-0.63,-2.64
OCCNCc1nc(Nc2ccc(Cl)c(Cl)c2)nc2ccccc12,-4.783,-8.673,-7.385,-5.26,-3.08,-2.42,-1.13,-1.59
OCCNc1nc(-c2ccc(Cl)c(Cl)c2)nc2c1=C=CC=2,-4.049,-8.4,-6.597,-5.409,-2.04,-2.03,-0.69,-1.45
OCCNc1nc(N2C=CC=C(Cl)C=C2)nc2ccccc12,-4.505,-8.64,-7.276,-5.162,-0.69,-1.37,-1.59,-0.66
OCCNc1nc(NC(C#CCl)=CC=CCl)[s+]c2c1=CC=C[SH]=2,-3.58,-7.975,-6.653,-5.037,-1.68,-2.17,-1.52,-1.26
OCCNc1nc(NCC=C(Cl)C2=C=C(CCCCCOCCl)CC#CC=C2)nc2ccccc12,-4.958,-6.259,-8.434,-6.887,-1.74,-1.2,-1.28,-2.08
OCCNc1nc(Pc2cccc(Cl)c2)nc2ccccc12,-4.199,-8.246,-6.729,-5.247,-2.31,-0.91,-1.22,-1.7
OCCNn1cnc2ccccc21,-3.919,-6.13,-5.263,-5.236,-2.1,-0.85,-0.76,-3.28
OCN1CC=CC=C2CN=C(c3ccc(Cl)c(Cl)c3)N=C21,-4.318,-8.238,-6.584,-5.478,-1.94,-0.86,-0.67,-2.79
OCc1ccc(CN2CCN(Cc3ccc(CO)cc3)CC2)cc1,-4.692,-8.894,-7.778,-5.228,-0.98,-0.67,-0.45,-2.15
ON=CC1=CC=CC=C1Cl,-3.5,-5.58,-4.449,-5.031,-1.34,-0.62,-0.27,-1.99
Oc1c(F)cc(CN2CCN(Cc3ccc(Br)cc3)CC2)cc1F,-4.411,-8.881,-7.345,-5.284,-2.13,-0.9,-0.68,-1.05
Oc1cc(F)c(CN2CCN(Cc3cccc(F)c3)CC2)c(F)c1,-4.496,-9.753,-7.442,-5.399,-1.01,-1.74,-0.4,-0.55
Oc1cccc(F)c1F,-3.45,-5.405,-4.156,-4.479,-0.37,-1.52,-0.48,-1.73
PC=CC=CCC=NCC1=CC=C(Cl)C1,-3.779,-7.007,-5.306,-3.817,-1.75,-1.55,-0.63,-2.1
[C-]#CCCCNCCONc1ccc(Cl)c(Cl)c1,-3.486,-7.559,-5.776,-4.984,-1.27,-0.91,-1.71,-1.69
[C-]#CNC1=NCN(c2ccc(Cl)c(Cl)c2)Nc2ccccc21,-4.676,-9.654,-6.916,-5.429,-1.18,-2.21,-1.61,-1.46
[C-]C(N=CNCCO)Nc1ccc(Cl)cc1Cl,-3.99,-7.139,-5.707,-5.821,-0.46,-1.45,-0.95,-2.65
[C-]CCNc1nc(NC2=CC(=CCl)C(Cl)=CO2)nc2ccccc12,-4.146,-8.912,-7.169,-5.837,-1.82,-1.16,-1.12,-2.2
[N+]#CCNC1C=C=CC=CN=C(C(N)=CCC=CCl)NO1,-4.254,-7.455,-6.534,-5.145,-0.26,-1.42,-0.65,-1.78
[N-]CCC=C1CC(CO)=NCC2=C1C(N)=C2,-4.137,-6.783,-5.733,-4.296,-0.5,-0.58,-0.11,-1.39
[NH3+]CCOCCOCCNc1nc(-c2ccccc2)nc2ccccc21,-5.298,-7.816,-7.537,-5.838,-1.63,-1.06,-0.99,-1.07
[NH3+][C@H](c1ccc(O)cc1)c1ccc(Br)cc1,-4.082,-7.349,-6.23,-4.823,-0.83,-0.86,-0.58,-1.83
[O+]CCl,-1.491,-2.439,-2.109,-2.366,-0.03,-0.55,0.05,0.07
[O-]C(Cl)=CCNc1nc(NCCO)c2ccccc2n1,-4.347,-8.557,-6.535,-4.901,-2.3,-1.69,-1.03,-1.74
[O-]N=CNc1ccc(Cl)c(NCl)c1,-3.348,-6.197,-5.33,-4.784,-1.15,-1.33,-0.53,-1.39
[P+]OCC=CCCNCCOCCNc1nc(Nc2ccc(Cl)c(Cl)c2)nc2ccccc12,-5.149,-8.169,-7.857,-5.66,-2.13,-1.81,-1.4,-2.13
[P-]CNC=[S-]NC(=Nc1ccccc1)ONc1ccc(Cl)c(Cl)c1,-4.155,-7.814,-7.101,-5.571,-1.87,-1.9,-1.41,-1.69
